Time,Type,Trial,L Dia [mm],L Area [mm],R Dia [mm],R Area [mm],L POR X [px],L POR Y [px],R POR X [px],R POR Y [px],Trigger
555764642,SMP,1,5.55,5.01,5.37,5.19,484.69,432.84,494.71,429.91,0
555766661,SMP,1,5.55,5.01,5.19,5.01,489.65,426.38,501.64,438.33,0
555768673,SMP,1,5.55,5.37,5.37,5.37,481.03,427.69,485.96,439.2,0
555770675,SMP,1,5.55,5.01,5.37,5.19,467.27,419.71,463.89,443.26,0
555772678,SMP,1,5.55,5.19,5.37,5.01,455.41,425.41,454.11,439.22,0
555774676,SMP,1,5.55,5.01,5.37,5.37,451.0,426.13,453.7,442.61,0
555776673,SMP,1,5.55,5.19,5.37,5.19,455.75,433.1,458.31,439.69,0
555778678,SMP,1,5.55,5.01,5.55,5.19,449.99,435.0,462.12,435.43,0
555780676,SMP,1,5.37,5.19,5.37,5.19,448.27,431.62,464.14,426.9,0
555782676,SMP,1,5.55,5.19,5.37,5.37,449.18,429.37,461.94,429.88,0
555784691,SMP,1,5.55,5.37,5.19,5.19,454.18,423.72,463.09,435.01,0
555786673,SMP,1,5.37,5.19,5.37,5.01,453.07,429.89,467.99,439.06,0
555788681,SMP,1,5.37,5.19,5.37,5.01,455.66,424.75,460.17,429.18,0
555790677,SMP,1,5.37,5.01,5.37,5.37,449.93,436.51,463.44,434.12,0
555792678,SMP,1,5.55,5.19,5.37,5.01,449.51,427.0,459.68,442.78,0
555794674,SMP,1,5.55,5.19,5.37,5.37,448.59,427.17,467.14,435.28,0
555796663,SMP,1,5.37,5.19,5.37,5.37,449.7,432.58,468.18,431.6,0
555798674,SMP,1,5.37,5.19,5.37,5.37,447.29,424.96,464.57,431.57,0
555800678,SMP,1,5.37,5.19,5.37,5.37,445.22,431.19,466.26,436.92,0
555802673,SMP,1,5.55,5.19,5.37,5.19,453.14,419.52,467.33,430.48,0
555804675,SMP,1,5.55,5.19,5.37,5.37,449.91,423.05,461.62,440.96,0
555806674,SMP,1,5.55,5.19,5.55,5.19,446.81,427.51,465.94,436.8,0
555808673,SMP,1,5.55,5.37,5.37,5.37,456.2,438.17,465.75,436.21,0
555810684,SMP,1,5.37,5.01,5.37,5.19,441.91,423.89,469.1,433.9,0
555812677,SMP,1,5.55,5.19,5.37,5.37,452.99,429.66,465.47,431.56,0
555814679,SMP,1,5.37,5.19,5.37,5.19,447.04,429.77,464.6,439.46,0
555816685,SMP,1,5.37,5.01,5.37,5.37,450.11,428.42,470.54,446.14,0
555818685,SMP,1,5.55,5.19,5.37,5.19,452.55,433.11,460.97,437.19,0
555820686,SMP,1,5.55,5.19,5.37,5.37,443.34,426.05,465.76,434.39,0
555822685,SMP,1,5.37,5.19,5.37,5.19,446.65,431.36,465.83,437.27,0
555824692,SMP,1,5.55,5.19,5.37,5.37,447.17,428.55,464.9,436.2,0
555826727,SMP,1,5.73,5.19,5.55,5.19,451.53,427.19,465.25,439.27,0
555828691,SMP,1,5.55,5.19,5.37,5.55,449.92,436.96,470.48,438.25,0
555830687,SMP,1,5.55,5.19,5.37,5.37,453.04,434.38,461.03,436.48,0
555832686,SMP,1,5.55,5.19,5.37,5.37,455.6,429.38,464.36,440.88,0
555834688,SMP,1,5.73,5.19,5.55,5.01,450.57,434.3,472.19,432.94,0
555836698,SMP,1,5.55,5.19,5.55,5.55,455.23,428.52,461.74,441.88,0
555838684,SMP,1,5.37,5.19,5.55,5.37,454.16,427.97,465.28,444.87,0
555840686,SMP,1,5.73,5.19,5.37,5.37,452.84,435.7,464.37,434.43,0
555842686,SMP,1,5.37,5.19,5.37,5.37,452.64,429.92,466.47,443.34,0
555844686,SMP,1,5.73,5.19,5.55,5.19,447.75,427.33,465.9,444.65,0
555846686,SMP,1,5.55,5.19,5.37,5.37,447.7,427.79,466.91,434.23,0
555848686,SMP,1,5.55,5.19,5.55,5.19,453.04,434.02,465.57,443.69,0
555850687,SMP,1,5.55,5.19,5.55,5.37,447.12,426.8,468.39,442.14,0
555852686,SMP,1,5.55,5.55,5.37,5.37,452.79,425.93,465.7,430.22,0
555854687,SMP,1,5.55,5.19,5.55,5.19,451.44,425.27,463.01,440.21,0
555856686,SMP,1,5.73,5.19,5.55,5.37,450.06,426.46,463.71,443.97,0
555858663,SMP,1,5.55,5.37,5.55,5.37,464.41,426.23,468.86,437.78,0
555860686,SMP,1,5.73,5.55,5.55,5.37,447.85,431.35,470.06,437.86,0
555862695,SMP,1,5.55,5.19,5.55,5.37,453.54,421.73,462.3,434.55,0
555864697,SMP,1,5.55,5.37,5.55,5.37,456.65,423.69,470.37,442.09,0
555866703,SMP,1,5.55,5.37,5.55,5.37,449.92,424.95,464.01,439.37,0
555868697,SMP,1,5.37,5.19,5.55,5.19,449.85,429.16,466.29,439.09,0
555870700,SMP,1,5.37,5.37,5.55,5.37,453.92,428.08,458.54,440.22,0
555872697,SMP,1,5.55,5.19,5.55,5.37,459.91,434.31,466.33,438.92,0
555874696,SMP,1,5.55,5.55,5.55,5.37,450.15,428.97,468.29,445.41,0
555876682,SMP,1,5.37,5.55,5.55,5.37,453.88,419.93,463.86,443.99,0
555878683,SMP,1,5.55,5.55,5.55,5.37,450.84,427.83,469.48,438.2,0
555880690,SMP,1,5.55,5.55,5.55,5.37,451.8,422.33,463.05,436.54,0
555882700,SMP,1,5.73,5.37,5.55,5.37,454.81,426.05,466.14,439.89,0
555884698,SMP,1,5.73,5.19,5.55,5.37,448.42,428.9,464.75,437.77,0
555886696,SMP,1,5.73,5.19,5.55,5.37,453.69,423.17,459.6,433.63,0
555888698,SMP,1,5.55,5.37,5.55,5.19,449.47,416.39,464.13,430.87,0
555890698,SMP,1,5.73,5.37,5.55,5.37,457.5,425.09,461.4,438.43,0
555892690,SMP,1,5.73,5.19,5.55,5.19,446.58,420.37,455.4,438.36,0
555894677,SMP,1,5.55,5.19,5.55,5.37,454.03,424.83,455.74,432.47,0
555896710,SMP,1,5.55,5.37,5.55,5.37,450.77,422.56,456.92,435.92,0
555898697,SMP,1,5.55,5.19,5.55,5.37,456.17,423.01,462.94,434.14,0
555900696,SMP,1,5.55,5.55,5.55,5.55,452.56,426.85,462.23,443.25,0
555902701,SMP,1,5.55,5.55,5.55,5.19,452.77,424.01,455.78,436.13,0
555904697,SMP,1,5.73,5.55,5.55,5.37,455.12,424.97,450.99,437.64,0
555906698,SMP,1,5.55,5.19,5.55,5.55,450.78,433.13,457.54,439.98,0
555908692,SMP,1,5.73,5.55,5.55,5.37,454.38,434.05,455.53,434.44,0
555910771,SMP,1,5.73,5.37,5.55,5.37,450.72,416.42,449.25,436.0,0
555912708,SMP,1,5.55,5.37,5.55,5.37,457.82,426.55,453.15,438.76,0
555914704,SMP,1,5.55,5.37,5.55,5.55,458.84,423.41,457.0,439.25,0
555916701,SMP,1,5.55,5.37,5.55,5.55,448.28,426.29,455.16,441.42,0
555918705,SMP,1,5.73,5.55,5.55,5.37,456.02,429.65,453.74,438.4,0
555920697,SMP,1,5.73,5.19,5.55,5.37,452.38,427.93,455.68,439.41,0
555922707,SMP,1,5.73,5.19,5.55,5.37,455.88,423.05,451.63,439.51,0
555924709,SMP,1,5.55,5.37,5.55,5.55,454.31,424.56,450.49,441.8,0
555926705,SMP,1,5.73,5.19,5.55,5.37,452.44,418.41,452.87,435.06,0
555928707,SMP,1,5.55,5.37,5.55,5.55,460.34,424.93,445.88,438.76,0
555930708,SMP,1,5.55,5.37,5.55,5.37,453.81,414.66,451.87,430.48,0
555932707,SMP,1,5.55,5.37,5.55,5.55,456.6,427.77,446.33,446.51,0
555934704,SMP,1,5.73,5.37,5.55,5.55,450.82,419.17,447.71,444.19,0
555936708,SMP,1,5.73,5.37,5.55,5.55,461.32,423.76,448.36,434.1,0
555938705,SMP,1,5.73,5.37,5.55,5.37,452.09,424.23,443.75,441.38,0
555940705,SMP,1,5.55,5.55,5.55,5.55,460.23,424.99,452.26,444.65,0
555942706,SMP,1,5.55,5.19,5.55,5.55,456.04,426.15,450.18,446.13,0
555944707,SMP,1,5.55,5.55,5.55,5.55,457.99,422.3,448.53,445.08,0
555946710,SMP,1,5.73,5.55,5.55,5.55,458.87,426.34,456.97,441.93,0
555948719,SMP,1,5.55,5.55,5.55,5.37,463.4,424.26,444.93,441.14,0
555950716,SMP,1,5.73,5.55,5.37,5.37,456.5,429.78,452.14,442.65,0
555952706,SMP,1,5.73,5.55,5.55,5.55,462.76,425.18,446.12,440.35,0
555954714,SMP,1,5.73,5.55,5.55,5.55,454.77,421.67,453.0,447.86,0
555956701,SMP,1,5.73,5.55,5.55,5.37,460.5,421.38,447.31,435.45,0
555958710,SMP,1,5.73,5.55,5.73,5.55,453.79,424.23,453.42,448.24,0
555960700,SMP,1,5.55,5.37,5.55,5.55,455.16,422.09,453.9,449.84,0
555962735,SMP,1,5.73,5.55,5.55,5.55,456.74,428.21,447.77,447.22,0
555964720,SMP,1,5.91,5.55,5.55,5.55,456.05,424.17,450.22,441.7,0
555966715,SMP,1,5.73,5.37,5.55,5.37,453.73,422.51,456.82,445.69,0
555968716,SMP,1,5.73,5.55,5.55,5.73,457.49,424.7,454.0,444.96,0
555970716,SMP,1,5.73,5.55,5.55,5.55,460.46,427.85,451.11,444.11,0
555972717,SMP,1,5.91,5.37,5.55,5.55,461.2,429.63,446.52,439.58,0
555974717,SMP,1,5.55,5.37,5.55,5.37,455.28,417.95,447.84,449.4,0
555976717,SMP,1,5.73,5.55,5.55,5.55,460.2,423.46,450.4,446.7,0
555978717,SMP,1,5.91,5.55,5.73,5.55,460.57,424.09,450.85,447.81,0
555980719,SMP,1,5.55,5.55,5.73,5.55,458.33,424.67,446.43,447.48,0
555982715,SMP,1,5.73,5.55,5.55,5.55,460.76,426.82,458.16,450.12,0
555984719,SMP,1,5.55,5.55,5.55,5.55,458.44,414.59,452.37,444.8,0
555986713,SMP,1,5.91,5.55,5.55,5.55,457.49,419.24,451.78,447.93,0
555988716,SMP,1,5.73,5.73,5.55,5.55,453.66,428.46,451.84,446.49,0
555990776,SMP,1,5.55,5.37,5.55,5.55,469.21,428.92,451.26,446.08,0
555992720,SMP,1,5.73,5.55,5.55,5.55,457.68,429.96,451.43,446.17,0
555994717,SMP,1,5.73,5.37,5.73,5.37,456.03,429.07,449.5,441.3,0
555996716,SMP,1,5.73,5.55,5.55,5.55,462.27,429.99,454.56,438.43,0
555998695,SMP,1,5.73,5.55,5.55,5.55,452.32,431.97,453.58,446.27,0
556000731,SMP,1,5.73,5.37,5.55,5.55,450.93,418.26,464.22,448.23,0
556002726,SMP,1,5.73,5.55,5.73,5.55,445.84,415.53,447.88,450.79,0
556004728,SMP,1,5.91,5.55,5.55,5.55,448.74,413.48,430.95,450.79,0
556006728,SMP,1,5.91,5.55,5.55,5.55,440.39,415.59,422.9,453.86,0
556008721,SMP,1,5.73,5.55,5.55,5.73,431.02,418.72,421.89,453.34,0
556010739,SMP,1,5.73,5.55,5.73,5.55,425.59,422.67,407.49,454.72,0
556012726,SMP,1,5.73,5.55,5.73,5.73,423.82,428.5,415.87,454.46,0
556014726,SMP,1,5.73,5.55,5.73,5.55,414.43,420.43,415.05,448.5,0
556016727,SMP,1,5.73,5.73,5.73,5.55,413.02,424.49,414.14,447.53,0
556018712,SMP,1,5.55,5.55,5.73,5.73,416.29,429.57,415.77,434.76,0
556020725,SMP,1,5.73,5.37,5.73,5.55,417.13,415.81,413.93,443.46,0
556022732,SMP,1,5.73,5.55,5.73,5.73,415.45,420.76,415.06,443.04,0
556024728,SMP,1,5.73,5.55,5.73,5.73,416.48,420.84,416.19,447.17,0
556026728,SMP,1,5.73,5.55,5.73,5.73,424.09,420.09,422.6,452.38,0
556028731,SMP,1,5.73,5.55,5.73,5.55,415.46,423.59,413.76,447.55,0
556030729,SMP,1,5.73,5.37,5.73,5.55,419.35,421.03,416.78,444.48,0
556032731,SMP,1,5.73,5.73,5.73,5.73,421.67,427.58,415.27,445.6,0
556034730,SMP,1,5.73,5.55,5.73,5.55,414.73,421.38,416.13,456.8,0
556036730,SMP,1,5.55,5.55,5.73,5.55,419.72,427.58,416.37,443.62,0
556038727,SMP,1,5.73,5.73,5.73,5.55,415.32,422.36,411.2,451.16,0
556040727,SMP,1,5.91,5.73,5.73,5.73,413.54,430.06,416.58,451.59,0
556042724,SMP,1,5.73,5.55,5.73,5.55,422.11,426.22,415.62,439.63,0
556044726,SMP,1,5.91,5.55,5.73,5.73,410.82,426.35,414.28,440.34,0
556046738,SMP,1,5.91,5.55,5.73,5.55,413.95,424.66,415.84,449.03,0
556048725,SMP,1,5.73,5.55,5.73,5.55,411.42,422.06,418.43,456.76,0
556050738,SMP,1,5.73,5.55,5.73,5.73,417.12,428.88,421.04,449.78,0
556052736,SMP,1,5.73,5.73,5.73,5.55,418.35,424.25,422.4,456.66,0
556054739,SMP,1,5.91,5.55,5.73,5.73,423.6,437.26,422.8,452.17,0
556056738,SMP,1,5.91,5.55,5.73,5.73,422.06,425.39,419.12,453.07,0
556058728,SMP,1,5.91,5.73,5.73,5.73,412.83,420.82,426.82,455.24,0
556060752,SMP,1,5.73,5.55,5.73,5.55,422.63,422.46,422.97,448.45,0
556062737,SMP,1,5.91,5.55,5.73,5.91,421.46,424.45,418.38,448.63,0
556064738,SMP,1,5.73,5.55,5.73,5.91,417.08,428.28,420.05,454.08,0
556066737,SMP,1,5.73,5.55,5.73,5.73,421.52,431.11,424.86,449.63,0
556068738,SMP,1,5.91,5.55,5.73,5.55,417.07,431.05,420.63,454.21,0
556070734,SMP,1,5.73,5.73,5.73,5.91,420.98,433.66,424.65,453.15,0
556072746,SMP,1,5.91,5.55,5.73,5.55,414.95,426.31,420.06,449.56,0
556074776,SMP,1,5.73,5.55,5.73,5.91,420.93,430.25,424.35,453.66,0
556076741,SMP,1,5.91,5.55,5.73,5.73,418.74,429.14,431.55,451.01,0
556078736,SMP,1,5.91,5.73,5.73,5.55,419.74,430.62,420.41,448.42,0
556080713,SMP,1,5.73,5.73,5.73,5.55,419.58,422.37,429.27,448.67,0
556082742,SMP,1,5.91,5.73,5.73,5.73,413.4,426.02,424.22,454.78,0
556084742,SMP,1,5.55,5.55,5.73,5.73,417.65,422.92,437.21,460.35,0
556086738,SMP,1,5.91,5.55,5.73,5.73,419.11,421.0,426.42,447.41,0
556088738,SMP,1,5.91,5.73,5.73,5.73,418.87,427.77,430.97,452.14,0
556090736,SMP,1,5.91,5.55,5.73,5.73,422.74,430.55,434.61,451.81,0
556092746,SMP,1,5.91,5.55,5.73,5.55,416.13,425.67,437.51,456.18,0
556094746,SMP,1,5.91,5.55,5.73,5.73,413.99,419.96,430.35,460.52,0
556096746,SMP,1,5.91,5.73,5.73,5.55,414.52,429.94,433.23,456.47,0
556098746,SMP,1,5.91,5.73,5.73,5.91,415.85,423.96,434.22,450.44,0
556100750,SMP,1,5.91,5.73,5.73,5.55,419.23,426.4,430.8,456.16,0
556102748,SMP,1,5.91,5.73,5.73,5.73,415.58,420.55,436.97,448.79,0
556104748,SMP,1,5.91,5.55,5.73,5.91,416.59,419.85,432.36,456.34,0
556106746,SMP,1,5.91,5.73,5.73,5.91,418.87,422.86,437.05,453.65,0
556108739,SMP,1,5.91,5.73,5.73,5.73,419.56,428.51,430.35,449.15,0
556110762,SMP,1,5.91,5.73,5.73,5.91,408.53,423.72,434.61,449.88,0
556112749,SMP,1,5.91,5.55,5.73,5.73,419.5,425.13,438.98,451.19,0
556114753,SMP,1,5.91,5.73,5.73,5.73,416.93,421.08,440.33,449.57,0
556116755,SMP,1,5.73,5.73,5.73,5.73,419.57,431.78,435.37,454.2,0
556118750,SMP,1,5.91,5.91,5.73,5.73,413.05,416.35,437.12,451.22,0
556120749,SMP,1,5.91,5.73,5.73,5.91,420.79,426.15,442.23,451.13,0
556122746,SMP,1,5.91,5.73,5.91,5.73,420.88,424.81,437.56,458.0,0
556124746,SMP,1,5.91,5.73,5.73,5.73,417.28,427.36,444.47,459.44,0
556126744,SMP,1,5.91,5.73,5.91,5.91,426.3,430.11,439.11,453.51,0
556128748,SMP,1,5.91,5.73,5.73,5.91,418.44,429.94,439.79,460.92,0
556130746,SMP,1,5.91,5.73,5.73,5.91,428.07,432.94,435.35,456.99,0
556132745,SMP,1,5.91,5.73,5.73,5.91,425.44,424.22,433.64,457.47,0
556134748,SMP,1,5.91,5.73,5.73,5.91,424.51,426.7,439.7,464.18,0
556136746,SMP,1,5.91,5.73,5.73,5.73,423.85,432.03,434.09,446.82,0
556138756,SMP,1,5.91,5.55,5.73,5.91,418.34,431.06,440.25,459.12,0
556140755,SMP,1,6.09,5.73,5.73,5.91,421.45,428.03,435.95,454.77,0
556142748,SMP,1,5.91,5.73,5.73,5.91,417.61,423.1,437.76,462.11,0
556144767,SMP,1,5.91,5.73,5.73,5.73,419.5,419.49,442.03,458.31,0
556146756,SMP,1,5.91,5.73,5.73,5.91,422.88,426.17,436.03,454.38,0
556148763,SMP,1,5.91,5.73,5.73,5.91,420.33,423.84,442.49,461.86,0
556150756,SMP,1,5.91,5.73,5.73,5.73,420.73,427.03,441.16,459.07,0
556152757,SMP,1,5.91,5.73,5.73,5.73,419.28,427.23,441.77,447.19,0
556154759,SMP,1,5.91,5.73,5.73,5.91,422.89,424.09,438.24,456.22,0
556156761,SMP,1,5.91,5.73,5.73,5.91,419.78,426.78,444.92,463.68,0
556158810,SMP,1,5.91,5.73,5.91,5.91,418.95,426.03,438.77,458.56,0
556160754,SMP,1,6.09,5.73,5.73,5.73,417.96,426.3,440.71,458.38,0
556162743,SMP,1,5.91,5.73,5.73,5.91,419.16,422.77,435.79,454.38,0
556164732,SMP,1,5.91,5.73,5.73,5.91,426.12,431.89,437.62,455.86,0
556166759,SMP,1,5.91,5.73,5.91,5.73,421.62,430.2,439.52,460.06,0
556168760,SMP,1,5.91,5.73,5.91,5.91,417.37,423.37,433.02,451.03,0
556170748,SMP,1,5.91,5.91,5.73,5.91,420.93,420.57,440.61,454.92,0
556172760,SMP,1,5.91,5.73,5.73,5.91,418.97,428.39,435.26,460.2,0
556174756,SMP,1,5.91,5.91,5.73,5.73,417.31,424.82,439.15,456.02,0
556176757,SMP,1,6.09,5.73,5.91,5.73,418.07,425.37,438.43,453.94,0
556178756,SMP,1,5.91,5.73,5.73,5.91,420.66,432.11,443.16,455.7,0
556180754,SMP,1,5.91,5.73,5.73,5.91,419.95,431.01,436.48,459.07,0
556182754,SMP,1,5.91,5.73,5.73,5.73,417.2,435.21,435.65,460.27,0
556184766,SMP,1,5.91,5.73,5.91,5.91,416.88,426.64,440.39,457.72,0
556186767,SMP,1,5.91,5.73,5.73,5.91,417.08,427.07,434.78,458.28,0
556188768,SMP,1,5.91,5.73,5.73,5.91,419.08,424.93,439.34,452.45,0
556190766,SMP,1,5.91,5.73,5.73,5.91,418.26,436.14,437.78,456.86,0
556192765,SMP,1,5.91,5.91,5.73,5.91,416.54,433.15,443.48,455.33,0
556194767,SMP,1,5.91,5.73,5.73,5.73,416.91,437.03,438.11,457.82,0
556196772,SMP,1,5.91,5.91,5.91,5.73,426.7,426.11,449.69,454.99,0
556198778,SMP,1,5.91,5.73,5.73,5.91,418.28,435.01,443.02,438.92,0
556200768,SMP,1,5.91,5.73,5.73,5.91,418.86,429.28,431.36,453.41,0
556202754,SMP,1,5.91,5.73,5.91,5.91,422.75,430.33,440.21,457.25,0
556204759,SMP,1,5.91,5.73,5.73,5.91,418.59,427.43,441.53,447.55,0
556206769,SMP,1,6.09,5.91,5.73,5.91,421.99,431.72,439.98,460.07,0
556208758,SMP,1,5.91,5.73,5.91,5.91,420.37,434.24,440.61,460.02,0
556210781,SMP,1,6.09,5.73,6.09,5.91,419.19,428.15,436.69,463.36,0
556212771,SMP,1,5.91,5.91,5.91,5.91,417.81,433.11,435.59,458.03,0
556214765,SMP,1,5.91,5.91,6.09,5.91,418.2,433.53,436.24,463.05,0
556216765,SMP,1,5.91,5.91,5.91,5.91,415.85,431.32,443.01,459.22,0
556218767,SMP,1,5.91,5.73,5.91,5.91,414.18,424.03,436.23,456.89,0
556220768,SMP,1,5.91,5.73,5.91,5.91,415.72,436.86,439.32,458.3,0
556222769,SMP,1,5.91,5.73,5.91,5.91,418.19,434.42,433.32,461.39,0
556224766,SMP,1,5.91,5.91,5.73,5.91,419.07,429.09,438.67,455.47,0
556226767,SMP,1,6.09,5.73,5.91,5.91,417.78,435.93,438.33,462.66,0
556228767,SMP,1,5.91,5.73,5.91,5.91,420.67,443.28,440.28,465.14,0
556230775,SMP,1,6.09,5.91,6.09,5.91,418.36,436.02,439.36,460.12,0
556232776,SMP,1,5.91,5.91,5.91,5.91,424.14,437.16,438.15,459.11,0
556234777,SMP,1,5.91,5.73,5.91,5.91,426.16,436.99,436.8,459.1,0
556236777,SMP,1,5.91,5.73,5.91,5.91,420.9,430.22,437.62,458.73,0
556238832,SMP,1,5.91,5.73,5.91,5.91,429.1,438.22,431.94,465.78,0
556240781,SMP,1,5.91,5.91,5.73,5.91,417.59,430.5,437.12,457.8,0
556242787,SMP,1,5.91,5.73,5.91,5.91,418.81,435.2,434.33,458.27,0
556244778,SMP,1,5.91,5.73,5.91,5.91,420.83,437.07,441.92,449.42,0
556246779,SMP,1,5.91,5.73,6.09,5.91,424.19,432.39,422.49,457.09,0
556248769,SMP,1,6.09,5.73,5.91,5.91,432.5,431.67,429.47,460.94,0
556250779,SMP,1,5.91,5.91,5.91,5.91,448.51,430.56,443.73,465.66,0
556252779,SMP,1,6.09,5.91,5.91,5.91,458.05,434.66,467.36,458.28,0
556254778,SMP,1,5.91,5.73,6.09,6.09,454.73,433.29,472.0,453.81,0
556256779,SMP,1,6.09,5.91,5.91,5.91,478.89,436.7,490.39,469.4,0
556258768,SMP,1,5.91,5.91,6.09,5.91,504.88,431.05,520.87,463.92,0
556260790,SMP,1,6.09,6.09,5.91,5.91,504.59,442.55,525.07,451.07,0
